PropertyType,PropertyGroup,Property,Description
LaboratoryMeasurement,MOISTURE_RELEASE,P3B3VLb06,"0.66 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)"
LaboratoryMeasurement,MOISTURE_RELEASE,P3B3VLbSAT,"Saturated Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)"
LaboratoryMeasurement,MOISTURE_RELEASE,P3B3VLc001,0.01 BAR Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B3VLc003,0.03 BAR Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B3VLc005,0.05 BAR Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B3VLc01,0.1 BAR Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B3VLc03,0.3 BAR Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B3VLc06,0.6 BAR Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B3VLcSAT,Saturated Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B3VLd06,0.6 BAR Moisture m3/m3 - Volumetric using undisturbed 48mm diameter and 15mm height core on pressure plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B3VLd1,1 BAR Moisture m3/m3 - Volumetric using undisturbed 48mm diameter and 15mm height core on pressure plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B3VLd15,15 BAR Moisture m3/m3 - Volumetric using undisturbed 48mm diameter and 15mm height core on pressure plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B3VLd3,3 BAR Moisture m3/m3 - Volumetric using undisturbed 48mm diameter and 15mm height core on pressure plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B3VLd5,5 BAR Moisture m3/m3 - Volumetric using undisturbed 48mm diameter and 15mm height core on pressure plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B3VLe004,0.04 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on suction plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B3VLe01,0.1 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on suction plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B3VLe03,0.3 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on suction plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B3VLe06,0.6 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on pressure plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B3VLe15,15 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on pressure plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B3VLe2,2 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on pressure plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B3VLe7,7 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on pressure plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B4GV_01,"0.1 BAR Moisture g/g - Gravimetric of soil clods (Soil Survey Staff,1967)"
LaboratoryMeasurement,MOISTURE_RELEASE,P3B4VL_005,"0.05 BAR Moisture m3/m3 - Volumetric of soil clods (Soil Survey Staff,1967)"
LaboratoryMeasurement,MOISTURE_RELEASE,P3B5GV_01,0.1 BAR Moisture g/g - Gravimetric of soil clods (CSIRO Div. Of Soils TM 25/66)
LaboratoryMeasurement,MOISTURE_RELEASE,P3B6VL_DUL,Drained Upper Limit (0.1 BAR) Moisture m3/m3 - Volumetric using APSRU in situ methodology
LaboratoryMeasurement,MOISTURE_RELEASE,P3B6VL_LL,Lower Limit (15 BAR) Moisture m3/m3 - Volumetric using APSRU in situ methodology
LaboratoryMeasurement,MOISTURE_RELEASE,P3B6VL_SAT,Saturated Moisture m3/m3 - Volumetric using APSRU in situ methodology
LaboratoryMeasurement,HYDRAULIC_COND,P4_10_McK,"Unsaturated Hydraulic Conductivity - 10mm potential (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)"
LaboratoryMeasurement,HYDRAULIC_COND,P4_100_McK,"Unsaturated Hydraulic Conductivity - 100mm potential (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)"
LaboratoryMeasurement,HYDRAULIC_COND,P4_100DMcK,"Unsaturated Hydraulic Conductivity - 100mm potential - Using disk permeameter with method CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996"
LaboratoryMeasurement,HYDRAULIC_COND,P4_10DMcK,"Unsaturated Hydraulic Conductivity - 10mm potential - Using disk permeameter with method CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996"
LaboratoryMeasurement,HYDRAULIC_COND,P4_30_LOV,Unsaturated Hydraulic Conductivity - 50mm potential Loveday falling head method using 98mm diameter cores
LaboratoryMeasurement,HYDRAULIC_COND,P4_30DMcK,"Unsaturated Hydraulic Conductivity - 30mm potential - Using disk permeameter with method CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996"
LaboratoryMeasurement,HYDRAULIC_COND,P4_50_McK,"Unsaturated Hydraulic Conductivity - 50mm potential (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)"
LaboratoryMeasurement,HYDRAULIC_COND,P4_50DMcK,"Unsaturated Hydraulic Conductivity - 50mm potential - Using disk permeameter with method CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996"
LaboratoryMeasurement,HYDRAULIC_COND,P4_sat,Saturated Hydraulic Conductivity
LaboratoryMeasurement,HYDRAULIC_COND,P4_sat_FH,"Modified Saturated Hydraulic Conductivity - falling head (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)"
LaboratoryMeasurement,HYDRAULIC_COND,P4_sat_For,"Saturated Hydraulic Conductivity (Forrest et al, 1985)"
LaboratoryMeasurement,HYDRAULIC_COND,P4_sat_LOV,Saturated Hydraulic Conductivity - Modified (no de-aired water) Loveday falling head method using 98mm diameter cores
LaboratoryMeasurement,HYDRAULIC_COND,P4_sat_McK,"Saturated Hydraulic Conductivity (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)"
LaboratoryMeasurement,HYDRAULIC_COND,P4D1,Saturated Hydraulic Conductivity
LaboratoryMeasurement,COLE,P5_COLE,Coefficient of Linear Extensibility (Grossman et al. 1968)
LaboratoryMeasurement,LINEAR_SHRINKAGE,P5_LS,Linear shrinkage (Standards Association of Australia 1977. AS 1289 C4.1)
LaboratoryMeasurement,LINEAR_SHRINKAGE,P5_LS_MOD,"Modified linear shrinkage (McKenzie, Jacquier and Ringrose-Voase, AJSR, 1994, 32, 931-8)"
LaboratoryMeasurement,DISPERSION_INDEX,P6_LP,"Dispersion Index (Loveday and Pyle, 1973)"
LaboratoryMeasurement,PSA,PWS1-2mm,1000-2000 micron fraction (%) - Wet Sieving after chemical dispersion
LaboratoryMeasurement,PSA,PWS20-63,20-63 micron fraction (%) - Wet Sieving after chemical dispersion
LaboratoryMeasurement,PSA,PWS212-425,212-425 micron fraction (%) - Wet Sieving after chemical dispersion
LaboratoryMeasurement,PSA,PWS425-1mm,425-1000  micron fraction (%) - Wet Sieving after chemical dispersion
LaboratoryMeasurement,PSA,PWS63-212,63-212 micron fraction (%) - Wet Sieving after chemical dispersion
LaboratoryMeasurement,NA,s-23F,TAA - calculated as equivalent pyrite S%
LaboratoryMeasurement,NA,s-23G,TPA - calculated as equivalent pyrite S%
LaboratoryMeasurement,NA,s-23H,TSA - calculated as equivalent pyrite S%
LaboratoryMeasurement,NA,s-23R,Residual acid extractable S after peroxide expressed in % pyrite S
LaboratoryMeasurement,TOTAL_ELEMENTS,TE_CD_AL,Total Element Al - by Citrate/Dithionite Extraction
LaboratoryMeasurement,TOTAL_ELEMENTS,TE_CD_CA,Total Element Ca - by Citrate/Dithionite Extraction
LaboratoryMeasurement,TOTAL_ELEMENTS,TE_CD_MG,Total Element Mg - by Citrate/Dithionite Extraction
LaboratoryMeasurement,TOTAL_ELEMENTS,TE_CD_NA,Total Element Na - by Citrate/Dithionite Extraction
LaboratoryMeasurement,TOTAL_ELEMENTS,TE_CD_SI02,Total Element SiO2 - by Citrate/Dithionite Extraction
LaboratoryMeasurement,TOTAL_ELEMENTS,TE_CD_TI02,Total Element TiO2 - by Citrate/Dithionite Extraction
LaboratoryMeasurement,TOTAL_ELEMENTS,TE_HF+_MG,Total Element Mg - by HF/HClO4 Digest
LaboratoryMeasurement,TOTAL_ELEMENTS,TE_HF+AL,Total Element Al - by HF/HClO4 Digest
LaboratoryMeasurement,TOTAL_ELEMENTS,TE_HF+CA,Total Element Ca - by HF/HClO4 Digest
LaboratoryMeasurement,TOTAL_ELEMENTS,TE_HF+NA,Total Element Na - by HF/HClO4 Digest
LaboratoryMeasurement,TOTAL_ELEMENTS,TE_HF+SIO2,Total Element SiO2 - by HF/HClO4 Digest
LaboratoryMeasurement,TOTAL_ELEMENTS,TE_HF+TIO2,Total Element TiO2 - by HF/HClO4 Digest
LaboratoryMeasurement,TOTAL_ELEMENTS,TE_NR_AL,Total Element Al - Not recorded
LaboratoryMeasurement,NA,TE_NR_AL2O,NA
LaboratoryMeasurement,TOTAL_ELEMENTS,TE_NR_CA,Total Element Ca - Not recorded
LaboratoryMeasurement,NA,TE_NR_FE20,NA
LaboratoryMeasurement,TOTAL_ELEMENTS,TE_NR_MG,Total Element Mg - Not recorded
LaboratoryMeasurement,TOTAL_ELEMENTS,TE_NR_NA,Total Element Na - Not recorded
LaboratoryMeasurement,TOTAL_ELEMENTS,TE_NR_SI02,Total Element SiO2 - Not recorded
LaboratoryMeasurement,TOTAL_ELEMENTS,TE_NR_TI02,Total Element TiO2 - Not recorded
LaboratoryMeasurement,TOTAL_ELEMENTS,TE_XRF_MG,Total Element Mg - By XRF
LaboratoryMeasurement,TOTAL_ELEMENTS,TE_XRFAL,Total Element Al - By XRF
LaboratoryMeasurement,TOTAL_ELEMENTS,TE_XRFCA,Total Element Ca - By XRF
LaboratoryMeasurement,TOTAL_ELEMENTS,TE_XRFNA,Total Element Na - By XRF
LaboratoryMeasurement,TOTAL_ELEMENTS,TE_XRFSI02,Total Element SiO2 - By XRF
LaboratoryMeasurement,TOTAL_ELEMENTS,TE_XRFTIO2,Total Element TiO2 - By XRF
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Ab,Amphibole - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Ah,Allophane - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_An,Anatase - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Ap,Apatite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Arg,Argonite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_At,Alunite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Bd,Beidellite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Bm,Boehmite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Bt,Biotite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Cb,Cristobalite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Ch,Chlorite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Ch2,Chloritized 2:1 minerals - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Crn,Corondum - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Ct,Calcite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Dr,Dravite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Dt,Dolomite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Fd,Feldspar - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Fh,Ferrihydrite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Fl,Flourite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Fo,Feroxyhite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Gb,Gibbsite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Gl,Glauconite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Gt,Geothite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Gy,Gypsum - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Hl,Halite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Hm,Hematite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Hn,Huntite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Ht0,Halloysite (10 A`) - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Ht7,Halloysite (7 A`) - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Ig,Imogolite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Il,Illite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Im,Ilmenite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Is,Interstratified clay minerals - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Jr,Jarosite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_K2O,K2O - X-Ray Diffraction or Clay Fraction (air dry)
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Ka,Kaolin - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Kt,Kaolinite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Lp,Lepidocrosite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Mh,Meghemite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Mi,Mica - X-Ray Diffraction
LaboratoryMeasurement,NA,XRD_C_MIN_,Exchange Capacity - Minerology
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Mm,Montmorillonite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Ms,Magnesite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Mt,Magnetite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Mu,Muscovite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Mz,Monozite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Nt,Nontronite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Ol,Olivine - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Or,Orthoclase - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Pg,Plagioclase - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Pk,Palygorskite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Pl,Plombogummite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Pp,Phlogopite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Ps,Pseudorutile - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Px,Pyroxene - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Py,Pyrophyllite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Qz,Quartz - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Rt,Rutile - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Sd,Siderite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Sl,Saponite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Sp,Saponite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Spn,Sphene - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Srp,Serpentine - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_St,Smectite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Tc,Talc - Tourmaline - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Tr,Tridymite - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Un,Unidentified - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Vm,Vermiculte - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Zi,Zircon - X-Ray Diffraction
LaboratoryMeasurement,CLAY_MINERAL,XRD_C_Zt,Zeolite - X-Ray Diffraction
